game_duration,player1_champion,player1_kills,player1_deaths,player1_assists,player1_gold,player1_experience,player1_damage_dealt,player1_damage_taken,player1_creep_score,player1_wards,player2_champion,player2_kills,player2_deaths,player2_assists,player2_gold,player2_experience,player2_damage_dealt,player2_damage_taken,player2_creep_score,player2_wards,player3_champion,player3_kills,player3_deaths,player3_assists,player3_gold,player3_experience,player3_damage_dealt,player3_damage_taken,player3_creep_score,player3_wards,player4_champion,player4_kills,player4_deaths,player4_assists,player4_gold,player4_experience,player4_damage_dealt,player4_damage_taken,player4_creep_score,player4_wards,player5_champion,player5_kills,player5_deaths,player5_assists,player5_gold,player5_experience,player5_damage_dealt,player5_damage_taken,player5_creep_score,player5_wards,player6_champion,player6_kills,player6_deaths,player6_assists,player6_gold,player6_experience,player6_damage_dealt,player6_damage_taken,player6_creep_score,player6_wards,player7_champion,player7_kills,player7_deaths,player7_assists,player7_gold,player7_experience,player7_damage_dealt,player7_damage_taken,player7_creep_score,player7_wards,player8_champion,player8_kills,player8_deaths,player8_assists,player8_gold,player8_experience,player8_damage_dealt,player8_damage_taken,player8_creep_score,player8_wards,player9_champion,player9_kills,player9_deaths,player9_assists,player9_gold,player9_experience,player9_damage_dealt,player9_damage_taken,player9_creep_score,player9_wards,player10_champion,player10_kills,player10_deaths,player10_assists,player10_gold,player10_experience,player10_damage_dealt,player10_damage_taken,player10_creep_score,player10_wards,team1_turret_plates,team1_turrets,team1_dragons,team1_grubs,team2_turret_plates,team2_turrets,team2_dragons,team2_grubs,Winning team
1638,31,0,0,0,4508,8179,7645,10671,118,4,120,3,2,4,6341,7944,7152,16479,117,1,34,3,2,4,6139,7856,8770,10787,121,3,202,4,3,1,6068,5259,8522,7277,101,25,267,1,4,4,4301,4940,6289,8691,14,7,13,1,4,1,4414,6472,5779,11464,83,4,11,4,3,2,6004,7114,5120,13341,112,2,23,0,0,0,5191,8224,8560,11433,136,4,895,4,2,2,6413,6731,7288,9690,109,5,43,2,2,7,5223,5809,7717,7823,18,13,6,0,0,5,9,0,1,1,0
1761,14,0,4,0,4755,7585,4953,15226,133,5,62,1,1,2,4955,5759,3980,14248,95,3,61,2,2,1,5699,8480,5601,5723,136,2,50,1,0,1,5642,6415,6026,6829,146,3,267,1,2,1,3563,4459,1996,4084,21,6,6,4,0,0,6759,9109,11864,5981,131,5,887,2,1,1,5523,6281,4038,15205,104,1,166,1,2,3,5502,8021,5513,7376,132,7,222,1,2,2,5279,5706,4358,5522,122,6,43,1,0,2,3740,4347,5395,4510,29,11,2,0,1,3,4,0,1,3,0
2035,43,4,1,11,5795,5103,6430,7905,16,12,30,2,2,7,7107,8362,8675,15088,142,2,166,6,2,1,7514,8092,9167,6429,140,12,119,7,6,5,7323,6529,12598,13553,108,6,150,1,2,2,5556,7457,9746,8061,119,6,19,2,2,1,5735,7974,4531,17469,117,202,62,2,4,3,5167,6080,4580,14874,82,4,7,2,2,1,5430,8034,6663,6050,123,4,800,7,6,0,7204,6343,9471,9097,111,5,267,0,6,5,3794,4471,3477,9268,24,10,9,2,2,3,1,0,0,3,1
1650,24,3,4,0,5558,6747,8442,13139,93,6,120,2,1,6,6120,6432,7315,16340,110,0,84,2,0,1,5018,7107,5921,5343,111,4,236,4,3,2,6968,6579,8534,6322,114,5,63,1,4,5,4168,3138,4938,8123,21,14,875,5,2,0,7866,7803,11319,11547,115,4,76,2,3,4,5537,6609,8303,19789,92,11,8,2,2,2,5318,6600,8676,9047,98,4,67,1,3,2,4710,4889,2067,6646,99,5,26,2,2,4,4518,4697,4483,4547,16,16,10,1,0,6,6,2,2,0,0
1802,223,2,2,3,4869,5818,4309,8897,88,4,60,5,4,4,6218,4825,6333,12611,76,0,800,3,1,3,5823,6672,10867,6731,106,7,895,1,2,4,6489,6081,4805,7233,105,4,555,3,1,6,4681,3363,2736,6571,20,11,98,0,2,2,4605,7383,5478,8164,118,73,57,3,2,3,5244,5124,4526,14622,81,3,101,2,2,5,5025,6474,8068,5545,92,7,67,3,2,1,5411,5746,7051,6611,86,5,78,2,6,4,4568,3236,5802,9933,6,12,7,3,0,5,2,0,2,1,0
1365,150,1,1,5,5495,7930,8523,8036,101,2,32,5,4,6,6331,6008,6479,17145,83,4,800,8,1,4,6997,7268,11671,4558,95,4,119,6,2,2,7801,6387,8513,7483,142,4,89,0,1,9,4070,5319,3661,7427,22,12,83,2,3,1,5611,7687,9712,11103,117,167,77,2,4,3,5523,5452,3775,15830,92,6,238,4,5,1,5420,5926,8125,8765,84,5,51,0,3,2,4666,5205,6367,6701,103,4,99,1,5,2,3706,3261,3998,6668,17,8,4,1,2,2,6,0,0,4,1
1864,82,2,1,1,4703,6852,4576,8289,74,5,56,4,2,2,6293,5645,5635,14234,93,5,800,3,3,2,6281,7445,5568,7958,130,6,901,1,4,2,5340,5738,9095,8567,122,5,117,0,4,3,3745,3382,2911,6418,17,15,126,0,3,1,4709,7444,7164,7166,111,4,154,2,1,7,5968,5758,6466,17505,98,3,893,1,2,5,5014,7020,4780,5903,99,6,202,5,2,5,6909,6193,7804,7352,112,31,517,6,2,5,5918,3896,5292,7482,19,14,4,0,0,6,8,1,2,0,1
2073,86,0,0,1,5218,7892,937,10754,124,3,107,5,1,0,6294,7147,7142,17214,121,6,10,0,0,0,4818,7643,3858,6575,121,5,498,0,1,1,5039,5921,4304,6260,135,8,497,0,1,2,3527,4036,1671,3917,30,13,13,1,1,0,6372,7687,9732,5088,144,5,203,0,4,2,4561,5662,2844,13789,87,4,62,0,0,1,4709,7159,7294,6045,116,5,360,2,0,0,5744,5888,6671,4909,130,4,161,0,0,2,3651,3955,3350,3052,29,10,5,0,0,6,6,1,1,0,0
1399,875,1,7,1,4562,6109,8742,13723,87,4,141,4,2,4,6182,6481,6086,15059,91,3,134,1,2,6,5317,7496,8141,5935,115,6,29,6,2,3,7255,5463,9132,6975,110,5,117,1,3,8,4418,4685,2843,6206,18,9,39,4,4,2,6546,6803,8821,13856,107,2,19,6,4,3,6277,6013,5929,19454,86,318,50,4,1,3,6209,8242,11338,10825,128,4,15,1,2,0,6345,6558,3317,5177,139,4,888,1,2,8,4704,4673,6540,6846,16,13,4,0,0,1,10,1,2,5,0
1824,86,2,2,3,5038,7270,8630,11095,85,5,19,9,5,1,7172,5948,11304,20462,75,337,39,1,4,1,5348,6562,6408,9339,107,0,51,5,1,2,7338,6239,9209,6514,109,3,63,5,3,5,6119,5553,7322,4933,33,12,31,1,4,1,4405,6725,7134,10794,68,5,141,3,5,2,5550,5162,6441,18026,71,7,7,4,2,4,5332,6607,9756,8530,70,5,96,1,6,4,4478,4997,5503,9715,58,4,29,6,5,3,6153,4338,9025,9482,22,13,11,2,1,2,3,0,0,4,1
2085,114,2,3,1,5591,7578,6964,13717,96,3,91,2,2,3,6236,7295,5395,17226,124,1,799,2,4,1,5555,7206,6066,9740,97,4,42,2,3,4,6470,6130,10331,8137,122,4,43,4,3,2,5181,4715,7703,5955,22,11,54,1,2,4,5160,8206,12356,11796,106,4,64,5,1,5,6154,5891,6094,12116,78,8,84,6,2,4,6778,7274,8983,9181,101,5,119,1,4,4,4919,5342,5530,8070,97,5,201,2,3,4,4231,4395,3243,9867,20,9,8,1,0,6,2,0,1,0,1
2012,122,4,2,0,5664,7042,7729,10443,95,3,234,4,2,3,5923,5921,6126,14763,95,8,800,3,2,0,5723,7218,7142,6012,125,6,429,1,5,2,5143,6345,6454,9556,115,5,80,2,2,10,5830,4216,7910,8856,22,8,14,1,3,2,4640,6793,7465,11146,96,5,131,6,4,2,6680,6131,8242,14080,93,1,157,2,1,4,5960,8047,5643,9168,115,10,202,2,1,2,4847,6069,6685,6674,94,13,432,2,5,7,4620,4336,5712,9998,17,48,3,0,1,3,2,0,0,3,1
1661,24,0,4,1,4350,6953,4757,12610,86,5,121,5,1,1,6713,6234,8875,17235,100,5,246,1,5,1,4793,6188,7566,8412,87,5,51,7,4,2,6747,5725,11045,7549,99,4,53,1,2,8,4590,4309,4080,7090,21,14,82,5,1,0,7111,9174,13404,9839,122,5,113,1,2,0,4304,4640,2561,15979,80,6,86,4,1,0,6050,7729,6721,10620,96,5,222,4,6,2,5727,4910,6970,8476,90,5,99,2,4,5,4667,3052,4495,6224,21,9,6,0,1,2,9,1,0,4,0
1687,106,3,2,2,5168,7536,10305,12087,91,3,104,7,2,1,6988,7107,9260,13118,113,1,131,6,4,3,6615,7160,14862,14034,87,3,51,1,1,3,4869,4919,6288,7264,92,4,267,3,2,2,4404,4123,3814,7903,18,8,14,1,4,1,5078,7964,7433,14239,111,2,35,6,2,2,6502,5792,6455,12291,77,6,3,3,8,3,5634,6504,11204,17726,92,4,21,0,2,3,4851,5477,6230,6717,109,5,43,0,4,2,3378,4151,5289,6543,18,10,4,0,0,3,2,0,1,0,1
1685,893,0,2,0,4684,7337,4127,6143,104,4,64,4,1,2,6194,6308,4213,14578,109,4,74,6,2,3,6972,8191,14390,8354,125,5,222,1,4,2,4185,4676,5501,6396,83,6,412,0,4,6,3661,2629,3102,7732,11,15,54,5,0,1,6617,8767,9015,6157,113,5,62,1,3,1,4757,5749,4735,14234,93,4,127,1,3,2,5299,7205,5124,9801,101,5,498,6,2,1,6460,6700,8850,8040,124,3,43,0,3,4,3629,3594,2989,5676,12,12,6,0,0,6,4,0,2,0,0
2057,10,1,2,0,4730,7228,7634,8402,102,4,5,5,5,9,6512,6378,12187,20460,92,5,147,5,4,5,6330,8004,8169,6306,111,5,202,8,1,5,7702,6426,8359,5195,123,13,526,2,2,8,4372,4670,4326,7101,10,9,23,3,1,0,6733,8149,6792,13711,142,6,32,5,5,6,7083,6129,8234,16660,74,2,69,3,6,1,5237,7162,5367,11717,89,5,51,0,4,3,4255,4629,4521,7285,81,2,63,2,5,2,4480,5201,5680,6307,22,13,5,0,1,0,6,1,0,6,1
1327,36,1,3,1,4727,7355,5430,11749,92,10,57,3,3,6,5856,5879,9301,16888,81,4,157,5,5,0,6612,6791,8749,11201,102,7,222,3,2,3,6366,5512,8862,8149,113,2,117,3,1,3,4672,4724,4199,6140,18,8,85,1,2,1,5182,7397,10242,7585,111,3,234,2,3,4,6109,6839,4373,15932,105,0,58,5,3,3,6866,6874,10419,11894,103,4,51,3,3,1,5531,6289,7380,7745,91,4,78,3,4,4,5453,4311,6813,12304,17,8,9,2,1,1,8,2,1,5,1
1866,82,3,5,0,6194,7827,12499,12677,101,3,141,0,3,3,4409,5381,2806,17501,82,5,84,2,2,0,5558,7576,9166,6839,128,2,21,3,2,1,6150,5197,7750,6480,106,3,25,0,2,3,3679,4447,3622,4089,16,9,19,4,3,0,5671,7706,11170,16567,90,225,36,3,0,3,6517,7475,6015,17594,129,1,517,2,1,3,5206,7981,5225,9298,96,5,119,5,2,0,6699,5395,7395,6339,113,2,53,0,2,3,3427,4481,1896,6443,19,6,7,1,0,6,4,1,2,0,1
1331,92,1,2,0,4782,7196,3833,6954,118,4,131,3,2,5,6392,6360,6363,11226,106,3,234,5,5,6,6135,4479,6488,10407,12,10,221,0,4,4,4952,5791,6676,8144,113,5,517,8,2,2,6318,6891,14953,12667,76,2,54,2,1,0,5583,7494,4382,6089,128,3,203,3,3,3,6949,6008,3495,14007,102,5,69,5,7,1,6282,7125,14846,17703,96,2,498,5,2,2,6554,6629,12127,9288,123,3,497,0,4,8,4256,4287,2874,7803,14,13,1,0,1,6,6,0,0,0,0
1425,246,1,1,0,5429,7123,8260,5568,110,4,107,1,1,4,5350,6238,3689,15381,98,6,127,4,3,2,6191,7264,10602,8683,112,5,498,0,1,0,4449,4730,2605,7390,101,1,526,1,2,1,3964,3976,1414,9249,31,10,98,2,0,2,4549,6996,3704,7805,79,51,131,1,3,2,5194,5579,4153,12109,97,1,38,2,4,2,5051,7003,7381,10968,101,4,81,3,0,0,5936,5484,9865,4495,135,5,350,0,0,3,3566,5484,2289,851,20,6,10,1,0,6,3,0,2,0,0
1621,799,2,2,1,4933,6636,6845,8898,98,4,421,1,2,5,4935,5476,5027,18440,81,2,517,6,4,1,6410,6884,8046,11621,85,5,29,0,6,1,3832,4921,4211,8668,79,3,57,0,3,5,3733,4285,7395,10670,21,3,41,3,1,0,6641,7602,7705,9330,126,5,238,3,2,2,6281,7100,5357,15255,113,6,69,4,3,1,7080,8293,12938,9900,119,5,42,5,2,2,6544,5082,8991,8416,112,5,161,2,2,5,4557,5461,6863,7497,28,9,0,0,0,3,14,3,1,3,0
1680,19,1,4,1,4429,6193,8239,13328,84,238,36,2,3,1,5712,6018,5221,20496,109,9,131,1,7,1,3783,4676,8056,11645,56,6,22,1,2,1,4518,5316,2379,5755,93,4,63,1,4,0,3656,4336,6777,7071,22,9,48,4,2,2,7602,8011,12206,12839,111,3,56,5,0,4,6831,6612,6706,13806,107,7,517,7,3,5,6246,7516,14397,14998,73,3,110,2,1,3,5540,5737,3937,3940,115,6,99,2,0,4,4248,4830,3945,4397,14,7,1,0,0,3,7,3,2,3,0
1612,82,1,6,1,4582,6678,7156,11636,86,3,57,1,3,5,4955,5006,6837,18351,76,3,893,1,3,0,4503,6860,6495,8842,93,5,81,9,4,0,6714,5329,13934,9523,107,2,267,1,2,9,4484,4602,4392,4160,13,8,17,7,1,1,6330,8661,13070,8822,96,24,113,2,3,3,5179,5737,4576,16759,86,4,50,7,1,2,7745,8393,11856,8558,115,3,67,2,3,4,5061,5133,4546,8735,71,4,43,0,5,4,3634,3744,3997,8819,17,13,4,0,0,5,5,0,1,1,0
2044,86,0,4,0,4679,6523,4550,10920,93,0,78,4,3,1,6191,5700,6257,12708,91,4,161,4,2,3,6606,8047,11988,6931,109,5,202,1,5,0,4601,4459,4323,8072,98,19,267,0,3,1,3648,4432,2829,6722,39,8,875,4,2,0,6322,7305,10177,11349,101,3,59,4,1,8,6070,5976,6627,11981,91,0,45,5,3,1,5797,6171,7469,8263,90,5,21,3,1,1,5198,5019,5285,6270,114,4,40,1,2,10,4476,3646,4276,5702,21,14,7,1,0,3,10,1,2,3,0
1651,106,1,4,0,3683,5886,4973,10884,68,4,141,3,1,0,5519,5386,2605,13789,82,4,55,3,5,1,5125,5955,6059,11734,73,5,41,0,3,1,4574,5148,4435,6601,88,5,74,0,3,4,3956,3879,6094,6979,19,9,157,3,1,2,5562,8312,8403,7834,109,10,20,4,1,4,5635,5394,5146,17255,86,7,131,6,4,3,7058,7498,14611,9003,76,3,29,3,0,2,4639,3743,5432,4826,61,5,902,0,1,3,3668,4207,2400,3940,22,20,3,1,2,0,6,1,0,6,0
2541,41,1,1,2,5997,8468,5685,7625,139,4,234,5,4,1,6068,5324,6190,18178,86,2,69,6,1,1,6565,7002,7118,10045,100,6,222,4,5,4,6663,5781,10456,10323,97,5,267,0,7,12,4892,3649,6181,11519,10,6,79,0,1,2,4831,7815,6249,6443,116,5,11,9,4,3,7758,5742,8288,13564,88,1,134,2,2,2,5381,7258,8044,6819,108,5,42,3,3,6,6713,6180,11412,8724,102,2,78,4,6,7,4913,3678,6847,12140,14,12,7,2,1,6,8,1,0,0,1
1627,142,4,2,4,5882,6863,8665,5825,90,24,131,5,2,3,6820,6306,7515,13050,89,7,122,2,5,2,5036,6163,7453,11432,89,6,429,4,6,2,6052,5683,9430,9722,104,5,555,1,7,8,4879,3796,5353,11126,13,10,82,3,1,2,6153,7548,8123,9885,127,4,104,2,4,4,5903,6258,5961,13256,101,3,777,4,2,1,6747,7927,9076,11473,123,5,42,7,2,3,7469,7477,10649,9858,122,6,163,6,7,6,6060,4303,7229,10024,23,10,2,0,0,5,8,1,1,1,0
2038,106,2,2,3,7522,8464,8921,9522,136,6,72,4,4,2,5310,5577,6226,18183,76,3,112,2,6,1,4738,5668,8595,9339,88,4,51,7,4,0,6836,5968,9066,7652,122,5,43,0,3,9,4256,4536,6662,9159,11,8,48,1,4,1,4817,6801,3732,11900,110,5,234,11,0,4,8870,7768,13197,14071,106,2,38,3,3,6,5250,6831,8811,12908,79,3,110,1,5,4,5071,5456,7590,9317,82,5,888,3,3,10,5222,4509,6383,11028,12,13,10,2,1,3,5,0,1,3,0
2473,39,0,4,2,5016,6581,10300,14029,124,4,32,8,3,4,7147,5594,8919,14645,68,4,777,2,2,4,4488,6856,6877,9811,73,5,21,5,1,3,6223,6535,7219,5816,124,4,143,1,1,7,4292,3797,5529,5372,19,122,54,4,2,0,5317,8485,10166,10169,101,3,876,2,3,4,5272,5226,5728,15507,74,6,84,2,3,2,4475,6386,10296,11793,68,4,236,2,3,1,5112,4787,5213,7284,101,4,63,1,5,1,3740,4129,4950,7229,21,11,3,0,1,5,1,0,0,1,0
2604,122,3,7,0,5367,6846,10436,12083,96,3,141,3,4,3,5879,6268,7004,13095,91,6,157,3,3,3,6917,6905,9818,12311,109,6,50,1,2,3,4853,6765,5915,7928,103,2,518,5,2,1,4859,4808,6703,6249,26,5,58,5,3,3,7217,8258,9768,13148,119,4,121,4,3,2,5866,6118,5072,16366,85,2,517,7,4,2,5998,6715,14862,14951,70,9,18,1,2,1,5023,5963,3702,6492,102,4,117,1,3,2,4337,4497,5194,6650,22,11,6,1,1,3,5,1,0,3,0
1573,19,4,2,0,6001,6999,11889,12940,115,121,143,2,1,3,5688,6417,5472,7146,117,160,103,0,2,1,5032,7727,1713,5398,129,5,18,2,1,2,5816,5703,6110,5907,133,3,111,0,2,2,3313,3878,3458,6751,21,11,897,2,2,2,5460,7716,8290,11885,109,6,30,2,2,3,6111,6802,5917,15644,128,6,1,3,1,1,5772,7385,5199,3965,120,4,67,1,2,2,5119,5614,5116,6904,110,4,16,0,1,5,3640,4438,1595,2848,21,9,7,0,2,3,2,0,0,3,0
1595,875,0,3,3,5624,6323,6252,12589,104,4,59,5,1,3,6219,5901,4465,11040,79,2,800,0,1,1,4881,6908,3799,3900,132,6,360,3,4,3,6534,5586,8514,9188,120,4,412,1,3,4,4131,3746,4170,8882,30,11,799,3,3,0,5946,7933,11295,11073,109,3,11,3,2,2,6047,6019,4107,11592,105,3,99,0,0,3,4978,7058,5232,3951,122,7,110,3,3,4,5606,5403,7606,7561,87,3,40,3,1,6,5284,3582,4059,5097,17,11,7,1,0,4,9,2,2,2,0
2164,164,0,5,0,4097,6459,7282,11299,96,4,11,5,2,2,7130,6917,5913,14137,119,2,246,1,2,5,5405,7479,4641,6630,122,4,498,3,2,2,5825,6139,5385,4926,113,5,44,0,1,6,4046,4580,2609,6308,38,10,86,5,2,3,7305,8677,9601,11006,127,5,107,4,2,2,6767,6667,5218,16313,102,2,13,0,0,2,4813,7699,3207,2546,120,5,18,2,2,0,5431,5989,4949,5880,128,5,60,1,3,2,3782,3057,5109,6906,14,13,2,0,1,6,7,1,1,0,1
1703,897,1,0,2,5183,7599,4098,7257,125,5,64,3,3,2,5262,5312,5190,14605,81,6,55,1,4,1,4198,5562,7281,8567,78,4,51,2,1,3,6718,6429,6871,5060,136,6,893,3,0,2,5343,4587,6350,3358,19,9,69,0,1,0,4904,7530,5810,5002,132,5,131,5,4,1,6320,6109,6691,14677,98,5,238,3,3,1,5612,6464,7874,6880,109,2,222,0,2,2,4348,5633,2298,7266,102,3,902,0,0,4,3636,3413,2814,4420,14,23,6,1,2,3,1,0,0,3,1
1875,164,1,1,0,4768,7643,5203,8498,105,2,56,2,2,1,5482,5795,4281,15257,98,4,127,0,0,0,4354,6498,5170,6579,108,6,67,0,1,2,5185,5516,3000,5574,128,5,117,0,2,2,3476,3907,1823,3699,21,10,82,1,1,0,5802,7686,6360,7417,135,5,59,0,2,6,5030,5723,3868,15741,97,4,238,2,0,0,5324,7314,6523,5683,125,5,222,3,1,0,5986,5707,5551,3829,138,3,267,0,0,6,3665,4800,3665,2261,22,14,4,0,0,0,6,1,1,6,0
1294,113,3,4,0,6306,7651,9778,15850,110,3,62,0,2,0,4608,5625,2302,14921,101,1,39,0,4,0,5034,7108,4101,8000,133,4,119,1,3,1,5702,5622,7681,7021,129,5,43,1,3,1,3797,4740,6677,7844,22,10,887,4,3,1,5760,6471,11746,11521,94,5,120,2,0,4,5869,6593,4118,16121,113,3,238,6,0,2,6878,8649,11131,6709,126,4,498,1,2,1,4697,5086,3717,7255,97,4,117,3,0,6,4767,4990,5829,5925,18,9,8,1,2,0,4,0,0,6,0
2163,86,1,2,0,5548,8090,6072,10303,128,5,254,4,3,2,5970,5783,3633,12270,100,2,910,1,3,2,5124,6611,8145,8545,105,5,29,6,5,3,6219,4473,9292,10187,88,4,350,1,3,8,4363,4780,2809,5676,14,11,98,1,1,1,5103,8042,7535,8128,124,69,238,8,1,2,7635,7614,8505,13394,113,2,1,1,3,5,4363,5723,6374,9856,66,4,523,5,5,2,5822,4741,7721,8264,86,3,526,1,3,9,4586,4616,4006,7834,25,13,7,0,0,3,3,0,1,3,0
2589,31,2,3,1,4388,7175,3696,12636,75,3,102,4,3,1,6715,6500,4630,16791,112,3,105,5,7,1,5428,7335,9803,12168,74,8,81,4,4,3,5965,5530,8093,8027,75,2,99,2,4,6,5270,4355,8442,7894,38,6,157,5,3,1,6985,7704,12969,8307,113,8,154,3,2,3,5247,4582,4538,14160,69,5,800,7,4,0,6555,8888,10793,8477,121,2,51,4,4,2,4911,5819,6354,8657,57,5,25,2,4,5,4802,3240,4902,9511,13,7,5,1,2,4,5,1,0,0,1
1984,75,0,2,3,4675,6920,7954,12003,84,5,24,6,3,0,5996,5868,8135,14852,76,5,8,2,2,1,5117,6957,4922,8230,92,4,22,0,0,1,4364,5043,3337,3728,104,5,902,0,1,1,3418,4313,2741,3218,26,15,58,0,3,1,4504,7006,9463,11514,105,4,28,3,4,3,5079,5373,6592,13488,66,4,238,2,0,0,4699,6818,3916,3424,86,5,800,3,0,0,5494,4907,5110,2766,110,6,111,0,1,3,3572,4660,2614,6473,18,10,5,0,0,3,4,0,1,0,1
1611,2,2,1,0,5265,7797,7955,8706,105,3,32,0,3,2,4425,5738,2517,13976,88,3,55,7,4,0,6091,7334,8475,9180,76,5,360,1,1,0,4248,4839,2327,4381,86,5,99,0,0,3,3622,4921,5907,3697,18,7,24,1,2,0,3848,5902,4957,8246,63,3,141,2,2,2,5217,5500,5542,15012,88,14,131,4,4,0,4947,6309,7405,9513,67,3,222,1,1,0,4036,5091,2165,5106,77,2,147,1,1,2,3892,4560,2953,4609,24,5,4,0,2,0,4,0,0,3,1
1691,122,3,2,0,5554,7620,7176,12464,108,3,32,1,3,3,5036,5891,3825,14201,84,1,84,6,6,1,5982,6527,7729,13321,75,5,895,6,3,6,7437,5920,9571,10429,97,5,99,3,2,9,5851,5677,8433,6737,19,13,13,2,2,0,4952,6801,5990,6373,104,5,19,0,3,7,4979,5514,4170,17387,84,234,157,9,5,1,7447,8203,15958,13049,115,5,29,5,5,1,6091,4914,7573,9069,73,8,111,0,4,8,4289,4315,5299,9632,23,15,7,1,1,6,5,0,1,0,1
2543,126,1,4,3,4942,7288,7668,7059,107,5,5,5,6,4,6590,6150,9676,19746,84,6,69,6,4,2,6904,7832,9595,9464,113,6,42,5,2,2,6977,6651,9295,8805,123,3,526,2,6,4,5040,4396,2655,8898,12,9,106,2,2,2,6531,7621,3671,10666,129,4,64,5,5,7,6481,5360,6791,14919,73,8,893,4,4,2,6408,7322,9101,10173,111,2,145,4,5,4,7761,6575,7238,10048,135,5,142,6,4,6,5816,4211,10552,8015,11,29,5,1,0,4,11,2,2,2,1
1280,74,2,0,0,6072,8571,4284,2853,112,4,11,6,3,1,6202,6242,8080,15349,90,1,105,5,0,1,6015,8194,7373,5024,85,6,202,5,4,2,5184,5171,7799,8113,58,21,518,3,2,7,5779,4949,7315,6109,51,8,17,1,2,0,4008,6185,3010,5268,65,17,107,1,5,4,4633,4330,5426,14680,52,5,800,0,5,0,3595,6166,3129,7435,75,2,18,4,6,1,4801,4034,7519,9316,42,4,25,3,3,2,4417,5287,5235,7958,23,6,10,2,1,3,0,0,0,0,1
1545,61,2,2,2,5825,7232,7707,5870,122,7,33,3,3,3,6309,6256,4312,12332,105,4,516,0,2,1,5359,7669,4174,13185,123,5,202,3,0,2,6189,6557,3587,2144,126,15,143,2,1,2,4245,4197,5213,3756,24,121,10,3,1,1,5452,7503,2634,8278,105,5,64,4,3,1,5839,5751,4571,12446,93,5,101,1,1,1,5223,7919,9481,5031,130,3,51,0,4,0,4507,5706,3471,5693,113,5,40,0,1,2,3382,3792,1085,3169,14,13,9,1,1,5,1,0,1,1,1
2477,122,2,2,0,4868,7023,1814,8633,96,1,19,2,2,4,5007,4658,5369,14095,69,159,3,2,1,0,4952,6400,4780,7047,92,2,21,1,3,3,3910,4319,4311,9097,60,1,99,1,2,4,3897,3493,4636,5090,17,6,133,1,2,2,4941,7318,7727,3867,97,5,59,5,1,3,5890,4942,7251,11338,65,6,800,0,1,1,4585,7015,2022,4346,102,4,523,4,3,2,6503,5000,13464,9883,106,1,350,0,1,6,3780,4817,3160,1306,0,4,2,0,2,3,7,0,0,0,0
1360,67,8,2,0,6802,9130,12821,9698,69,4,48,1,2,2,5057,5987,2898,14401,89,0,54,10,1,0,7500,8839,11257,7479,92,0,202,6,5,4,6428,5563,7939,8484,86,16,99,5,4,4,5267,5845,8363,7670,25,4,122,2,8,0,4589,6384,6905,14349,67,4,234,3,4,1,4946,4743,5229,14576,70,4,7,1,6,0,4451,6797,4239,9018,75,4,21,5,7,5,5666,4966,5246,10918,67,3,161,3,5,3,4983,5167,8459,8265,36,9,7,2,2,3,3,0,0,0,1
1864,126,0,2,2,5925,7420,8213,7709,128,5,19,7,2,2,6840,5724,4694,16269,90,217,910,1,1,1,5131,7552,7476,7000,103,7,202,2,2,2,4963,6249,3534,7313,99,16,526,0,3,7,3843,3513,2535,6580,7,10,799,0,3,3,4588,6798,6799,10417,100,5,5,8,2,0,7793,7540,9128,16141,111,0,134,0,2,1,4662,6602,4291,7844,118,6,81,2,2,1,5354,5465,6560,5180,104,6,350,0,1,5,3929,4075,2453,1819,19,6,9,1,1,6,3,0,1,0,0
1895,82,1,5,1,4379,6924,7494,12498,77,3,32,1,4,5,5441,6370,5346,16136,104,3,105,5,2,2,7106,7556,10233,7485,103,8,800,1,2,2,4299,5329,6215,5484,29,12,21,0,2,1,4460,5063,3555,4583,99,1,893,1,2,3,4790,7322,8437,9354,97,4,80,6,1,0,6258,6077,6003,16679,96,4,55,6,3,2,6532,7467,11469,11517,93,4,222,0,1,3,5123,5925,3990,5208,118,5,161,2,1,2,3952,5154,5175,6002,18,8,3,0,1,4,7,0,0,2,0
2643,82,3,0,2,6442,8534,9723,6921,127,6,234,4,3,3,5550,5540,5128,15947,66,4,901,4,3,2,6407,8113,6305,9086,108,5,498,2,1,1,5086,5463,5283,4463,102,5,902,1,0,2,4066,4848,2973,3299,27,11,48,0,4,0,3803,5605,3700,11755,79,3,60,5,3,1,6416,6581,9194,11885,88,3,90,1,3,2,5154,7735,6052,5779,122,5,18,1,2,0,4743,4687,3492,4468,103,0,26,0,2,3,3375,4307,1818,4635,10,9,5,1,0,6,2,0,2,0,1
1321,27,2,2,1,5695,7791,6104,6911,128,5,56,1,2,4,5474,6789,3792,18425,114,4,1,3,2,3,5641,7165,9396,5652,112,3,67,3,2,1,6022,5756,5199,4583,105,5,117,2,0,6,4427,4027,2595,4458,13,14,31,2,2,0,5818,7481,5025,11055,135,5,876,0,1,2,4928,6250,2475,16158,121,4,39,2,3,1,5509,6438,3928,8147,112,5,81,2,3,2,5920,5863,6819,6829,121,4,78,2,2,4,4639,3716,6279,6444,24,6,2,1,0,3,6,0,2,3,1
