game_duration,player1_champion,player1_kills,player1_deaths,player1_assists,player1_gold,player1_experience,player1_damage_dealt,player1_damage_taken,player1_creep_score,player1_wards,player2_champion,player2_kills,player2_deaths,player2_assists,player2_gold,player2_experience,player2_damage_dealt,player2_damage_taken,player2_creep_score,player2_wards,player3_champion,player3_kills,player3_deaths,player3_assists,player3_gold,player3_experience,player3_damage_dealt,player3_damage_taken,player3_creep_score,player3_wards,player4_champion,player4_kills,player4_deaths,player4_assists,player4_gold,player4_experience,player4_damage_dealt,player4_damage_taken,player4_creep_score,player4_wards,player5_champion,player5_kills,player5_deaths,player5_assists,player5_gold,player5_experience,player5_damage_dealt,player5_damage_taken,player5_creep_score,player5_wards,player6_champion,player6_kills,player6_deaths,player6_assists,player6_gold,player6_experience,player6_damage_dealt,player6_damage_taken,player6_creep_score,player6_wards,player7_champion,player7_kills,player7_deaths,player7_assists,player7_gold,player7_experience,player7_damage_dealt,player7_damage_taken,player7_creep_score,player7_wards,player8_champion,player8_kills,player8_deaths,player8_assists,player8_gold,player8_experience,player8_damage_dealt,player8_damage_taken,player8_creep_score,player8_wards,player9_champion,player9_kills,player9_deaths,player9_assists,player9_gold,player9_experience,player9_damage_dealt,player9_damage_taken,player9_creep_score,player9_wards,player10_champion,player10_kills,player10_deaths,player10_assists,player10_gold,player10_experience,player10_damage_dealt,player10_damage_taken,player10_creep_score,player10_wards,team1_turret_plates,team1_turrets,team1_dragons,team1_grubs,team2_turret_plates,team2_turrets,team2_dragons,team2_grubs,Winning team
2137,223,1,2,0,4261,6314,8402,15997,84,3,35,1,3,4,4574,5155,6063,9850,62,6,75,3,0,0,5101,7281,5119,8426,87,1,222,0,2,1,4640,4996,3381,5651,106,4,526,0,2,0,3179,4055,2736,7923,21,8,82,3,1,0,4779,7724,12565,9762,75,5,76,2,1,1,4595,4361,4333,12377,58,8,134,1,2,0,4718,7091,6772,8404,100,5,51,1,1,1,5164,5895,6534,5928,113,5,26,2,0,1,4332,5572,4547,2779,14,9,1,0,0,0,5,1,0,0,1
1891,62,4,2,4,6358,8214,9098,10522,109,5,131,8,1,4,7329,6754,10414,11491,94,2,3,2,2,7,5304,6847,6751,8065,86,7,119,8,2,1,8439,6146,11908,8134,123,2,12,1,4,7,4273,4232,3775,10680,9,6,54,0,4,0,5246,6732,5148,9565,104,4,59,4,5,4,6661,6025,9373,19098,92,3,901,2,6,3,5217,6630,4891,11029,105,4,910,2,6,3,4636,4550,4297,8816,72,5,526,3,2,5,5222,4143,3745,6251,23,12,8,1,2,0,5,1,0,6,1
2400,164,2,5,0,4936,5698,4463,11411,75,5,79,4,2,5,6397,6263,7040,13646,88,5,55,4,5,3,5990,6509,8641,12959,90,4,81,3,0,2,5643,5434,6458,5862,110,5,43,1,2,4,4146,4136,3788,7183,13,9,62,6,4,1,6198,6447,12004,10237,81,4,76,3,4,4,6038,5315,5925,15117,85,30,157,4,3,3,5878,7002,10437,9912,103,9,901,1,1,0,4953,5023,5882,5596,106,5,902,0,2,4,3835,3877,2025,4430,15,21,7,1,1,1,3,1,0,5,1
1504,420,2,4,0,5032,6932,4824,13262,101,38,56,1,1,2,5621,7218,2732,14817,126,4,517,1,3,2,4701,6316,10811,16652,93,6,498,1,2,1,5430,6000,3212,5408,123,5,1,2,5,2,4279,4123,3196,9150,28,2,74,4,2,0,6935,9283,11928,6662,134,3,245,5,0,2,6547,6236,7424,15140,108,1,69,3,2,2,7439,7354,10335,6551,135,6,21,3,1,3,6346,6616,7321,7204,133,5,40,0,2,9,4302,4383,3366,6294,22,11,5,0,0,0,11,3,2,6,0
2188,98,2,1,5,5029,8200,6912,8373,94,60,62,7,1,1,6734,6505,9293,16252,94,1,517,5,0,1,6276,8153,8997,10670,122,6,110,2,3,2,5434,6375,6564,7465,113,4,57,3,1,5,4929,3743,6702,9375,29,11,126,1,5,0,5257,7146,9346,10416,120,3,9,1,4,2,5364,6211,7862,22182,115,1,115,4,1,1,6407,6496,7623,5583,124,5,901,0,4,0,4342,6575,7806,8541,110,3,235,0,5,5,3837,3766,5223,7685,15,10,3,0,0,6,5,0,1,0,0
1796,223,8,0,1,7139,8463,13287,14729,100,2,5,3,4,6,5800,5435,5651,17342,67,3,101,3,2,1,6033,8629,8854,7406,127,4,21,2,2,1,5072,5114,5151,8877,113,5,25,1,4,2,3654,4236,3722,7466,17,8,106,0,5,0,4350,6884,8145,12773,86,2,81,6,3,2,6841,5914,10278,9207,104,1,112,0,3,1,4539,7091,3495,7170,101,4,11,4,5,3,6708,6829,8772,18004,92,6,143,2,1,4,5238,4972,9800,4222,19,123,6,0,1,4,7,2,1,2,0
1626,17,1,4,0,4931,7017,8954,10208,112,19,131,0,4,3,4887,5804,8800,13544,98,6,104,2,5,0,4337,5652,7992,9943,66,4,51,1,3,0,4509,4982,6164,8767,92,2,10,1,6,1,4081,5159,3132,11535,51,2,48,4,0,1,6905,8265,6411,12579,109,5,234,6,2,5,6648,6430,7647,16182,89,2,517,4,3,2,5447,7250,9159,15341,93,2,901,7,0,2,6558,6774,12108,6757,106,4,16,1,0,8,4807,5824,6913,3741,16,3,5,0,0,3,10,2,2,3,0
1464,122,1,2,0,4824,7352,8087,8213,117,5,234,0,4,2,3615,3895,3053,14856,51,2,25,1,4,1,4858,7173,4575,8365,89,3,51,1,2,0,4884,5501,4993,7267,117,4,16,0,2,0,3251,3680,2160,4954,20,8,223,2,0,0,5530,8247,4746,8421,120,3,11,4,1,3,6593,6493,7459,14348,109,5,238,4,1,0,5747,8802,7061,5744,105,4,115,3,0,2,5873,5729,9836,3525,108,6,412,1,1,3,4299,4882,2801,6249,31,6,4,0,0,5,7,1,2,1,0
2171,35,3,0,0,5204,8169,6227,4923,92,5,120,0,3,1,4322,5411,2746,14987,81,3,55,4,1,1,5998,7643,10121,8402,103,5,51,0,1,3,5123,5446,4649,4426,109,4,101,4,3,1,4916,4791,10071,6872,33,8,86,1,3,1,4020,6705,3593,9139,73,5,102,2,1,0,5488,6471,3089,13344,121,5,517,0,4,2,3556,5264,6694,12821,61,2,901,2,1,2,4453,4227,4088,6695,55,4,143,3,2,4,4891,4972,6956,9330,32,127,9,1,0,0,2,0,2,6,0
1675,122,0,2,0,4385,7317,2505,6267,116,5,120,4,2,2,6610,6965,4986,17490,124,2,34,1,1,3,5150,7185,6930,11845,107,8,110,2,7,3,5560,6146,9002,12409,108,5,267,2,3,4,4178,3609,2983,3827,17,10,92,2,0,0,5622,8063,5606,5633,132,5,887,5,1,4,6325,6211,5693,13777,97,0,238,3,3,0,5355,6662,13591,8928,107,3,202,5,3,4,6619,6301,7249,7812,106,26,89,0,2,8,4136,3590,3235,7027,9,10,3,0,0,6,7,0,2,0,1
1643,106,4,2,2,6547,7401,6828,9422,95,3,102,3,1,4,6379,7375,5135,17870,123,6,39,4,3,1,6669,7115,7104,10436,113,6,51,2,0,6,6023,6348,10105,4277,119,2,111,3,1,8,5434,5354,7285,7177,15,6,150,3,4,0,6145,7832,11672,12278,107,4,234,1,3,1,4444,5425,3626,15344,78,3,268,3,3,1,5657,7254,8794,8889,97,6,81,0,2,1,4312,4609,5881,7067,102,6,98,0,4,1,3405,4808,1347,9367,41,42,13,3,1,5,6,0,1,1,1
1963,799,2,1,2,6155,8574,7592,8456,128,4,107,5,3,1,6249,6272,5012,15400,98,1,99,2,3,1,5446,7470,7667,6260,112,6,498,3,3,4,6481,6052,7347,9486,112,5,143,2,3,2,4349,4860,5939,6404,18,116,266,0,4,1,5019,7318,5414,9251,121,5,233,9,3,2,8177,6500,11432,17778,99,4,3,1,2,3,4719,6971,5319,7845,100,5,22,1,3,3,5378,5832,5093,6472,113,5,40,2,2,4,4412,4472,4553,5399,15,10,6,1,0,5,4,0,2,1,0
2397,106,0,3,0,3201,5525,3789,8278,48,5,72,3,1,4,5495,4545,5982,12496,67,6,1,1,1,0,4790,6170,5956,3105,104,5,51,0,2,2,5190,5098,3630,6048,99,4,63,3,4,2,4748,3986,5819,8401,29,6,39,4,3,0,6946,7889,6921,9134,135,5,14,1,1,2,4891,5069,2606,11221,89,4,136,2,0,1,4444,5215,2364,7321,71,5,29,4,3,3,5370,4581,11971,10558,72,5,350,0,1,6,3867,4037,3381,2115,13,12,8,1,1,0,5,1,0,3,0
1715,266,2,1,2,5423,7112,9140,10651,90,3,32,4,3,8,6428,5840,8366,16550,88,2,8,6,3,4,6642,7871,10140,11192,99,2,21,5,2,1,6079,5187,5908,5455,105,5,89,1,3,5,3958,4171,2959,6193,22,13,19,2,3,0,4752,6766,10277,14121,86,334,33,0,6,6,4307,4929,3929,15230,60,2,90,6,6,0,6742,6982,9586,10576,104,1,110,3,2,1,5430,5270,4918,5558,120,5,267,1,1,5,4131,4406,4652,3966,19,11,4,2,1,0,4,0,1,3,1
2178,122,3,1,0,4620,6838,5958,7928,68,4,62,1,3,0,4415,4765,4231,15252,79,5,45,1,4,0,3617,5021,2477,8984,51,5,110,2,3,2,5355,5170,7369,8639,94,6,99,2,2,3,4414,4209,8553,5812,25,6,10,1,3,0,4873,7255,4869,8136,107,4,35,2,2,2,5091,5433,4239,9510,89,3,142,5,0,0,4879,6811,11223,5196,68,23,51,2,2,3,5368,5218,6926,7104,98,4,223,3,2,2,4718,4534,5100,9311,21,6,2,0,2,6,7,0,0,0,0
1711,122,4,5,1,5121,5720,10158,13366,68,5,59,2,2,2,5303,5012,3483,9524,76,5,136,0,3,2,3654,6186,5335,5894,70,4,222,2,2,4,4986,4946,5329,5628,90,4,99,5,1,2,5540,5007,9681,4988,34,9,887,4,4,2,6369,7913,9590,13267,90,5,104,1,2,1,3986,4264,2759,12099,50,4,105,4,1,1,5397,7369,6805,5802,88,6,21,4,3,0,5339,4798,4498,7417,74,7,50,0,3,3,4082,4336,3823,9158,34,6,6,0,0,5,4,1,2,1,0
1427,223,4,1,0,5629,8943,7694,10423,106,4,107,3,3,4,5394,5416,6549,13445,84,4,245,4,0,0,5603,8392,6336,6280,94,6,202,6,1,3,6940,6086,9594,7782,126,17,350,1,0,7,4309,6049,5936,332,5,8,6,1,4,1,5097,7020,7935,9063,106,3,75,1,3,2,4445,5289,3255,18240,75,5,61,1,4,1,4336,6620,6047,8883,90,4,429,2,4,1,4795,4514,4962,8028,80,10,25,0,3,2,3450,4275,2780,9512,10,7,6,1,1,0,4,0,1,3,1
2858,17,2,4,2,5894,6968,7999,8376,93,22,141,7,1,3,7285,7470,8594,14023,102,4,8,2,2,0,4877,6794,4703,10563,102,5,51,0,2,3,4124,4061,4965,5906,72,5,101,1,2,3,3996,4151,6657,5707,15,10,150,3,2,0,4576,7114,7366,9070,77,2,876,4,5,1,5451,5026,6211,19265,78,1,90,2,3,1,4527,7120,7657,6921,77,5,202,2,0,2,5064,4835,5933,4694,77,27,25,0,2,4,3730,3169,3478,6461,23,9,7,1,1,4,2,0,0,2,1
2481,23,4,1,1,5892,7910,6286,9773,108,3,245,3,2,0,4932,4886,2905,13784,74,5,45,1,1,0,5164,7769,4053,3231,122,4,21,1,5,2,4371,4794,5223,8197,83,7,89,0,3,3,3764,4370,3286,8131,20,6,157,1,5,0,4530,6407,5308,7591,77,4,32,3,0,2,5541,5794,3684,10304,83,5,163,0,0,1,4164,7586,2101,3931,106,5,145,7,3,3,6313,5433,10202,6453,96,4,111,1,1,8,4404,4929,5443,5956,26,8,5,0,1,5,3,0,0,0,1
2326,80,2,3,1,4511,6183,4094,7511,73,3,234,2,2,2,5074,5435,3482,16666,89,4,893,3,3,1,5436,7326,6645,8404,89,3,222,7,2,0,6010,5421,8689,7343,87,4,350,0,0,6,4055,4344,2732,965,9,3,126,3,4,1,5177,7725,7703,8998,90,2,106,2,1,3,4927,5419,3903,11403,66,4,55,5,3,2,5823,7049,7543,7686,69,6,29,0,2,2,3655,3801,2747,5873,61,3,25,0,4,1,3233,4493,2578,7037,19,6,5,0,2,6,4,0,0,0,1
1916,122,2,5,2,6841,6803,8752,12876,96,3,234,3,4,6,5574,5254,6021,16134,82,12,157,1,2,2,4810,6523,1759,7082,91,2,81,2,3,4,5144,4061,6811,8232,67,6,99,4,1,3,5154,4800,8121,3586,29,11,98,4,1,4,5010,6854,6858,10792,57,34,19,1,5,3,4441,5265,3369,15422,73,214,161,5,1,5,4970,6506,9405,4542,61,5,202,3,2,2,5348,5378,4553,6377,87,14,147,2,3,7,4847,4443,8593,6722,24,14,9,3,1,4,2,0,1,2,1
1975,80,5,5,1,5357,6435,8328,10352,65,1,64,1,1,2,4539,5092,3658,12132,69,4,517,4,0,1,5560,7917,6852,9959,101,5,51,1,3,0,4902,5099,4168,6820,107,4,143,3,4,2,4844,5056,6962,6822,37,130,74,2,2,1,5294,7932,8468,6302,112,4,79,2,2,1,4405,4307,4982,11743,68,5,103,3,5,1,5279,7221,8692,9419,88,4,236,5,3,1,6098,6121,7227,8927,110,0,35,1,2,4,4176,4366,4572,6512,7,7,2,0,1,2,6,0,0,4,0
1754,8,1,0,0,4920,7828,8373,6883,120,3,62,3,0,2,5644,6823,4281,12271,109,4,517,8,3,1,5882,8138,14088,13424,77,5,22,1,1,0,4587,4899,3752,6303,103,5,902,0,1,1,3306,4346,2498,5217,28,14,83,0,1,0,4105,6767,3658,8645,95,95,141,2,3,0,5242,6068,5541,16863,89,8,910,1,8,0,3604,5503,8623,11570,64,2,202,2,0,0,5007,5320,6057,5247,102,5,25,0,1,2,4129,5381,4197,4856,45,12,1,0,2,4,4,0,0,2,1
1794,122,0,3,0,3808,6007,1661,6660,85,0,91,0,5,2,4416,5360,2652,17371,83,5,150,2,2,0,5628,8034,4969,6903,117,5,22,1,1,2,4884,5327,6810,4539,104,5,147,2,3,1,3973,4414,6923,7829,13,8,54,2,0,2,5769,8153,6957,4261,117,1,234,5,0,0,6359,6309,4168,14137,101,1,84,4,2,0,5455,8195,8481,7529,100,7,15,3,2,0,5405,4809,7758,6411,103,5,89,0,1,4,4066,4263,3276,8803,23,8,3,0,0,3,6,1,1,3,0
2205,82,5,3,1,7064,7286,8950,13104,85,1,234,0,1,5,5130,5052,3348,14480,78,3,105,6,1,2,6780,6258,6392,5428,73,7,202,4,2,6,6085,4683,10046,7863,80,14,76,4,2,4,5036,4295,7581,13578,19,12,98,2,5,2,4230,5335,8709,11988,62,47,106,2,3,3,5250,4781,3900,14217,76,5,90,4,3,1,6124,6683,9535,6566,108,7,81,1,4,3,3853,3665,9399,9651,45,4,40,0,4,3,3361,3651,4887,8743,10,6,12,3,1,3,2,0,1,1,1
2246,23,2,2,1,6157,7536,3447,11959,98,5,131,0,1,3,4817,5462,2113,9714,85,4,126,5,2,0,6831,7868,7299,5870,116,4,29,4,3,0,5796,5031,3839,5912,95,4,17,1,4,2,3908,4083,4422,6449,25,21,6,1,2,1,4973,7395,8153,6250,104,4,799,6,1,0,6842,6741,4968,10772,119,2,777,1,4,0,3553,5149,4008,10193,49,5,145,1,2,5,5463,5856,4851,4179,111,4,103,3,3,4,4609,4141,6257,5558,18,13,8,2,1,3,6,0,1,3,0
1367,58,5,4,2,6918,6900,13897,14975,113,3,5,3,1,8,6408,6885,7270,18223,120,1,103,2,1,9,5557,7206,10066,7443,102,6,42,5,1,4,6620,5621,6282,4240,106,3,497,2,0,11,4776,4587,4222,5701,19,11,223,5,3,0,5835,8109,11047,15884,102,3,38,0,4,0,4253,6707,4064,11559,98,3,37,0,4,3,3755,4622,4178,8226,9,15,51,0,2,2,5365,5214,4815,5673,117,3,141,2,5,1,5802,5747,3893,16821,98,2,11,2,2,6,6,1,0,0,1
1736,23,7,1,1,7344,8636,10846,11738,117,4,234,1,2,2,4651,5356,1671,14348,86,3,91,5,4,3,5322,5481,11663,7918,52,5,222,2,3,5,5242,4806,4988,7491,66,4,40,1,2,6,4145,4864,3659,5850,24,6,266,1,4,0,3492,5736,4600,7668,47,1,56,2,5,3,5187,5113,4710,15795,85,6,238,3,2,3,5312,5997,7299,7745,78,4,21,6,2,2,5975,4459,8743,7499,75,4,89,0,3,5,3561,3676,3924,8037,12,6,9,1,1,3,2,0,0,0,1
1837,223,2,2,0,4809,8055,6916,12468,81,3,950,0,2,1,3782,3891,3206,12626,59,5,55,4,3,0,5769,8283,5652,9601,96,4,103,3,4,2,4873,4911,5677,8857,26,9,523,2,3,1,4853,5312,6757,8132,95,2,122,3,1,0,5947,7319,9846,8220,106,5,35,2,1,5,5469,5889,4994,12607,78,4,90,3,3,0,6249,7681,6056,6293,117,3,51,4,1,1,6260,5514,6289,5742,112,4,99,2,5,3,4399,4458,9964,8220,15,7,3,0,1,0,11,2,0,6,0
2142,266,1,1,0,4839,7634,9762,9284,108,4,62,1,1,0,4849,5655,929,10742,82,3,84,1,2,1,4017,6697,4886,9016,64,5,51,1,2,1,4646,4636,8184,6246,95,3,25,1,1,1,3786,4545,3237,5305,20,9,23,1,2,0,4813,7327,7545,11925,99,2,131,2,0,1,5512,5760,1813,10320,103,3,91,3,1,2,5135,7194,9773,6952,91,5,21,1,2,1,4047,4084,4854,6950,66,4,497,0,0,3,3547,3483,1729,4185,23,8,3,0,0,3,4,0,1,0,1
1465,17,5,3,1,6691,7438,9648,9293,106,18,62,2,4,4,5186,5179,6308,14468,71,1,245,4,5,2,6051,6883,8106,12584,94,4,202,0,3,0,4834,5697,4454,7152,131,19,101,1,3,0,3519,4171,4605,4663,17,11,240,3,6,1,6679,6764,6163,17168,95,5,120,8,2,6,8151,7701,12021,18709,116,2,134,1,3,5,5742,6794,5711,7659,123,2,222,6,0,3,6753,5895,8671,5388,120,5,902,0,2,13,4544,5094,1723,5198,19,28,4,0,0,3,8,3,2,3,0
2197,36,0,3,0,4981,7252,4123,8048,113,8,234,3,5,0,5158,5476,5227,14232,70,4,41,6,2,1,7003,7538,7861,8657,87,3,115,0,4,2,4315,5254,8949,7109,83,5,50,3,5,1,5254,4301,5821,9826,25,6,122,3,0,0,5487,7708,5461,5617,110,4,33,1,2,4,4597,5038,4420,10798,71,2,55,3,6,0,4687,5837,8741,12739,70,3,119,8,1,2,7613,6284,8198,6902,91,5,99,3,3,6,5371,5115,7342,7163,16,12,10,2,1,3,3,1,1,3,0
2775,122,9,1,2,7874,9030,13395,12694,128,4,72,1,0,7,4913,5806,2254,16294,79,5,136,5,2,3,6016,7177,8220,6756,88,5,29,3,3,0,5710,4693,5136,6770,104,1,99,1,3,3,4345,4079,3698,6161,29,10,799,1,6,1,4292,5763,6543,11556,66,6,30,2,4,1,5612,6692,7083,17934,114,2,90,0,2,1,4874,7475,5958,4460,126,6,236,6,2,1,6515,7256,9551,6802,108,5,37,0,5,3,3591,3687,2099,7258,30,8,7,2,2,3,3,0,0,3,1
1962,98,1,4,3,3771,5448,5157,11132,59,54,102,3,2,4,5568,4985,4923,15499,71,5,711,6,2,3,6229,7430,10539,7448,96,2,22,2,4,3,4606,4756,6090,7433,75,5,99,3,3,4,5019,4643,7601,6017,42,12,82,6,0,2,7581,8631,11449,9675,108,0,131,2,4,3,6199,7481,6966,14524,130,4,55,3,5,0,4955,5177,6016,9379,67,3,51,3,3,3,6113,5377,6522,8169,115,3,235,1,3,3,4182,4428,3449,8206,15,10,6,0,2,4,8,1,0,2,0
2315,23,2,1,0,4748,7061,5844,11225,77,2,72,1,2,3,4801,5649,3542,15717,78,3,157,5,1,1,6349,8597,9140,10318,109,8,21,5,2,1,5215,4653,7615,7796,62,3,25,0,3,2,3482,4241,1641,6847,26,6,122,2,2,0,5026,7036,10497,10723,111,1,11,0,1,3,4652,5577,3239,13439,93,0,103,1,4,0,4000,6809,7595,9357,75,6,523,4,4,1,5056,4820,7864,8119,73,3,63,2,2,3,4739,4623,7787,6414,40,11,6,0,0,3,4,0,2,0,1
3607,240,1,3,1,3536,6024,5534,11329,47,5,77,2,0,2,5023,5502,4022,12635,89,2,893,6,3,1,6019,8409,11514,10810,109,6,51,3,0,0,5769,5938,5366,4245,133,6,161,2,0,4,4664,4655,6949,2570,27,9,122,4,1,0,6173,7635,8512,9304,100,5,131,1,1,2,5183,6761,4395,10303,97,6,99,1,7,1,4511,6465,6635,10754,89,2,22,0,2,0,4168,4900,3896,5587,97,5,267,0,3,0,3240,4082,2995,6968,12,7,4,0,2,3,5,1,0,3,0
1330,14,0,1,0,4564,7289,9272,14765,113,3,62,2,2,2,5236,5183,2733,12632,89,3,99,3,2,3,5589,6815,6538,4304,99,5,119,3,6,3,5703,4855,5466,9477,84,1,518,3,5,3,4571,3350,7825,9630,21,9,36,1,0,0,5285,8547,11410,10886,101,12,131,0,2,5,5248,6130,2941,13385,100,4,55,5,1,1,6145,7414,7007,6145,111,5,910,5,4,6,5672,5303,9490,7873,65,6,17,5,4,9,5587,4049,7598,8512,9,18,4,0,0,3,6,1,2,3,0
1909,50,2,4,1,4928,6806,6978,9645,97,4,20,6,1,4,6590,5371,7666,17108,78,6,246,5,2,1,6198,7304,8716,8757,105,7,67,1,3,4,5245,4726,7989,8246,87,5,117,0,2,4,3497,4730,2556,4978,16,7,98,4,2,3,5175,7421,5058,10255,69,48,62,2,3,1,5124,5949,5707,14842,81,4,105,2,4,0,5118,6869,9179,8590,88,7,51,4,4,1,5494,5847,7398,7708,89,5,101,0,1,4,4029,4613,5537,5329,17,4,4,0,1,3,6,0,1,0,0
2331,79,0,0,0,4521,7545,7249,7861,119,6,254,3,4,0,5075,5041,6619,13580,84,0,136,0,3,3,4331,6221,4777,5802,87,3,81,9,1,1,6711,5487,11562,8631,85,4,89,0,2,11,4857,4615,5360,7832,14,10,75,0,0,0,4493,7615,5326,9992,115,3,19,6,3,1,6079,5866,7232,16184,78,329,8,1,2,2,5037,6969,7621,11597,106,2,51,3,4,0,6225,5675,7160,8118,121,3,235,0,3,4,4195,3857,2913,5372,18,9,4,0,0,3,3,1,1,3,1
1770,92,4,3,0,5829,8773,14994,9659,118,5,48,1,3,3,5034,6125,2305,17368,101,6,4,4,3,1,6902,7150,3875,6833,121,3,222,1,3,3,4526,5605,6756,6001,93,4,412,2,2,3,4163,4376,5308,6481,17,9,14,2,4,0,4758,6543,5073,15804,88,2,141,4,1,4,6198,6440,3871,15573,97,6,13,2,2,6,5544,7366,5751,6670,116,6,202,4,2,3,6238,5743,4699,6771,87,25,78,2,3,7,4579,4722,8048,5764,17,4,4,0,1,3,2,0,1,3,0
1922,893,4,5,0,5938,7510,9591,10996,88,8,30,1,1,2,4863,5121,5128,12462,74,5,103,1,2,0,4102,5926,2583,6657,70,5,51,1,4,1,4359,4486,6569,8819,75,0,12,0,3,2,3410,3762,5199,7780,12,4,266,1,4,2,4232,6497,9260,14140,70,2,254,5,0,1,5850,5451,4377,9012,91,2,112,4,0,2,5664,6506,8388,4943,96,6,202,4,1,2,5464,5037,7440,7569,94,7,412,1,2,7,4196,4395,4802,7549,11,4,5,1,0,3,5,0,1,3,0
2475,157,2,3,0,5268,7200,7227,7690,120,6,154,2,1,4,5624,5595,2976,16303,93,7,90,5,4,3,5857,6728,10247,9279,101,4,21,2,4,2,4923,6081,6052,7276,92,2,89,3,3,5,5056,4018,7319,8157,13,8,86,4,0,1,6582,8107,4876,8634,118,5,11,2,4,3,5309,5590,2916,12930,74,1,8,3,2,3,6007,7271,7713,11221,109,5,222,4,2,4,5834,5375,6483,7319,92,9,143,2,7,4,4597,3576,8512,9399,18,116,7,0,0,6,8,2,1,0,0
1929,48,6,6,0,6860,7928,6359,17603,86,0,233,3,4,3,5565,5973,4219,13452,77,5,45,1,4,1,4447,7028,4385,8489,83,2,202,4,3,1,5812,5156,7316,6948,94,13,54,1,4,4,4224,4398,7884,7674,25,10,74,8,4,0,7322,8556,16443,8426,89,4,32,0,4,7,5415,6089,5933,15916,91,2,711,5,2,0,5887,8684,7221,4986,91,4,222,4,3,3,5274,5044,4411,7641,74,2,63,4,2,4,5097,4997,6194,8386,21,8,3,1,1,0,9,1,0,6,1
2703,98,2,1,6,4981,6732,6850,11852,62,48,234,8,1,5,7689,6644,11248,14849,102,1,136,3,1,1,5241,6861,3874,7755,93,5,221,2,5,4,4814,4317,4619,7968,84,4,161,2,2,3,4174,4065,5734,4960,21,8,82,3,3,0,6281,7486,10911,9762,102,4,5,0,3,2,4507,5326,2349,18313,89,5,99,0,2,2,3876,6153,7389,4736,74,4,21,3,5,4,6070,5822,8591,8249,106,5,111,4,4,2,4851,4073,5532,9833,17,8,4,0,2,1,4,0,0,5,1
2418,122,1,4,1,3760,6445,5734,10031,52,3,421,2,0,3,5424,5574,4046,14082,92,4,893,0,0,1,4100,6774,3912,4154,86,6,21,5,1,0,5604,5127,3777,5023,87,4,25,0,1,5,4133,4947,6178,5494,39,9,80,3,3,0,5069,7011,7972,7639,103,4,254,1,2,2,4297,5142,2885,10541,62,5,84,1,0,0,4989,6879,4789,6135,107,4,523,0,0,1,4092,4520,2858,4608,92,5,143,1,3,1,3637,3824,5344,6135,25,117,3,0,1,5,0,0,1,0,1
1277,150,2,6,0,5281,6301,10490,10309,69,4,64,1,5,3,4588,4673,3360,12824,74,4,157,0,4,1,4540,7358,4514,8096,114,6,50,6,2,3,5818,4392,8830,7402,73,3,223,2,2,7,4628,4605,5889,8752,32,7,240,7,1,3,6741,7412,9610,12619,69,2,28,4,1,9,6226,5278,6756,11443,80,7,131,6,1,2,6552,7822,7885,5891,95,3,18,2,4,2,4875,4883,7868,7616,79,6,89,0,4,7,4110,3897,3821,9075,20,9,8,1,2,0,6,1,0,6,0
1987,10,1,3,0,4514,7261,6131,7743,98,5,245,5,3,2,6315,5252,6788,15293,78,5,126,1,2,0,4894,6316,3909,7482,102,1,203,2,4,6,4780,5418,5448,7307,92,4,267,2,1,7,4771,4914,4949,6174,23,8,122,4,0,1,5938,7532,6192,7854,101,8,234,2,3,1,5287,5536,3132,15114,93,1,99,5,1,4,6278,7693,8142,5627,109,4,42,2,3,4,5991,6239,7980,7113,123,4,89,0,4,5,3582,4454,3205,6498,17,9,4,0,1,3,7,0,1,3,1
1724,36,0,0,0,4483,7710,5135,5111,112,7,234,6,3,0,6456,5402,6789,14846,87,0,777,3,7,4,5154,5979,8929,14685,76,4,96,0,1,3,5009,5845,5119,3578,119,3,117,1,1,2,4007,4764,2834,4748,42,12,48,3,0,0,5872,8483,4633,7420,132,3,113,3,2,5,6098,6120,4706,13185,84,5,63,2,5,5,5679,6883,10420,8688,92,4,81,3,2,2,5621,5954,5950,5922,104,3,111,1,1,0,3306,4825,1828,4861,19,7,2,0,1,4,4,1,1,2,1
2139,122,4,3,1,6214,7197,10672,9504,95,4,131,2,4,3,5436,5526,6370,13205,93,3,61,1,5,2,4602,6313,6137,9032,85,3,81,0,4,0,3991,4922,5479,7501,79,4,223,0,2,0,3271,4713,3902,9991,27,5,777,2,3,3,4854,6469,8776,10672,82,5,113,2,2,4,5350,5257,2756,13950,71,5,105,7,2,2,6121,7199,10031,8159,69,7,21,7,0,0,7092,6176,11687,7052,136,5,117,0,0,6,4160,5408,4718,4588,14,8,6,0,2,4,5,1,0,2,0
1437,157,6,0,4,8606,8974,12383,10153,126,6,245,4,1,6,7142,6545,6769,11910,88,1,136,0,2,2,4608,6953,2080,6943,96,5,51,3,1,0,6053,5859,4819,5708,120,4,3,1,3,2,3800,4288,3882,6713,17,12,36,1,6,0,4409,6161,5052,13496,79,7,19,0,4,1,3761,4612,1652,16259,68,333,147,3,2,0,5379,7396,8122,5416,119,4,15,0,1,5,4404,5263,7163,5962,88,5,99,3,1,2,4065,4726,3997,4866,10,9,10,3,1,6,4,0,1,0,1
